serial_no,region,dealer_name,state,city,location,phone,district,status,latitude,longitude,wall_number,painting_type,wall_tenure_months,rented_or_free,rent_amount,execution_date,remarks,plan_sqft,actual_sqft,size,source_file,source_sheet
4,North,Raju Steel Company,DL,New Delhi,"Loha Mandi , Industrial Aea, Naraina",,,OK,28.637847,77.141711,BRANDHUT – 04/01,Shutter,,,,09.02.2026,,,214.5,,JSW_Dealer WP_Final (1) (1).xlsx,Dealer WP - Delhi
5,North,Hindustan Steel,DL,New Delhi,"Najafgarh Dhansa Rd, Rawta More",,,OK,28.600051,76.91472,BRANDHUT – 05/01,,,,,10.02.2026,,,336,,JSW_Dealer WP_Final (1) (1).xlsx,Dealer WP - Delhi
6,North,Shivam Steel,DL,New Delhi,"New Gopal Nagar, Najafgarh – Delhi",,,OK,28.602527,76.970048,BRANDHUT – 06/01,,,,,11.02.2026,,,290,,JSW_Dealer WP_Final (1) (1).xlsx,Dealer WP - Delhi
7,North,Baba Haridas Building Material,DL,New Delhi,"Janta Vihar Colony, Haridas Enclave",,,OK,28.647585,76.958495,BRANDHUT – 07/01,,,,,11.02.2026,,,138.75,,JSW_Dealer WP_Final (1) (1).xlsx,Dealer WP - Delhi
8,North,Rajdhani Enterprises,DL,Delhi,"Aam Bagh, Mehrauli – Delhi",,,OK,28.511032,77.177195,BRANDHUT – 01/01,,,,,01.03.2026,,,289,,JSW_Dealer WP_Final (1) (1).xlsx,Dealer WP - Delhi
,,M/s Laxmi Steel,,,,,,,,,1,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Sai Goyal Trading Company,,,,,,,,,2,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Shree Bala Ji Trading Company,,,,,,,,,3,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,Amroha,,,,,,,,,,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Jain  Steel House,,,,,,,,,4,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,Etawah,,,,,,,,,,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Raj Narayan Salse Corporation,,,,,,,,,5,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,Tundla,,,,,,,,,,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Sandeep & Company,,,,,,,,,6,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,Noida / Ghaziabad,,,,,,,,,,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Bansal Steel Shop,,,,,,,,,7,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Shashi Steel Corporation,,,,,,,,,8,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Core Commerce,,,,,,,,,9,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Pratham Steel,,,,,,,,,10,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Surya Steel,,,,,,,,,11,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Optrix,,,,,,,,,12,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,Kanpur,,,,,,,,,,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Nisha Steel,,,,,,,,,13,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,Lucknow,,,,,,,,,,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Shiva Steel,,,,,,,,,14,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Tara Chand Steel,,,,,,,,,15,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Ankit Buildtech Construction Pvt.Ltd,,,,,,,,,16,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,Mathura,,,,,,,,,,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Jai Durga Iron & Steel Company,,,,,,,,,17,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,Ballia,,,,,,,,,,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Gayatri Traders,,,,,,,,,18,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Arihant Traders,,,,,,,,,19,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Shree Ganpati Traders,,,,,,,,,20,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,Prayagraj,,,,,,,,,,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Allahabad Iron & Steel Co.,,,,,,,,,21,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,Sultanpur,,,,,,,,,,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Raju Traders,,,,,,,,,22,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,"Bhind,Morena,Gwalior(MP)",,,,,,,,,,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Agrawal Iron,,,,,,,,,23,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Pathak Enterprises,,,,,,,,,24,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Veeru Fabrication & Building Material,,,,,,,,,25,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Pulak Steel,,,,,,,,,26,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Anjali Trading Co.,,,,,,,,,27,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Kushwaha Traders,,,,,,,,,28,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Salika Enterprises,,,,,,,,,29,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Vinay Steels,,,,,,,,,30,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Shree Siddhi Traders,,,,,,,,,31,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
,,M/s Munna Enterprises,,,,,,,,,32,,,,,,,,,,JSW One Tmt Dealer Wall & Shop Painting 1 March 2026 (2) (1).xlsx,Dealer WP Mar26
1,North,SHREE RAM ENTERPRISES,PB,Sangrur,,"7973946702, 9463066472",,Done,30.068361,75.988657,Uaa@1Shree Ram Enterprises 03/06/2025,,,Free,Free,2025-06-03 00:00:00,,5000,1204,"52x15, 28x8, 10x5 (4pcs)",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
1,North,SHREE RAM ENTERPRISES,PB,Sangrur,,"7973946702, 9463066472",,Done,30.064174,75.992519,Uaa@2Shree Ram Enterprises 03/06/2025,,,Free,Free,2025-06-03 00:00:00,,,375,25x15,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
1,North,SHREE RAM ENTERPRISES,PB,Sangrur,,"7973946702, 9463066472",,Done,30.060992,75.990798,Uaa@3Shree Ram Enterprises 02/06/2025,,,Free,Free,2025-06-02 00:00:00,,,1665,"50x16, 35x17,90x3",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
1,North,SHREE RAM ENTERPRISES,PB,Sangrur,,"7973946702, 9463066472",,Done,30.062572,75.991038,Uaa@4Shree Ram Enterprises 03/06/2025,,,Free,Free,2025-06-03 00:00:00,,,1800,90x20,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
1,North,SHREE RAM ENTERPRISES,PB,Sangrur,,"7973946702, 9463066472",,Done,30.062003,75.99454,Uaa@05shree Ram Enterprises 03/06/2025,,,Free,Free,2025-06-03 00:00:00,,,2130,"48x20, 65x18",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
1,North,SHREE RAM ENTERPRISES,PB,Sangrur,,"7973946702, 9463066472",,Done,30.06173,75.994672,Uaa@6ShreeRam Enterprises 03/06/2025,,,Free,Free,2025-06-03 00:00:00,,,2130,"48x20, 65x18",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
1,North,SHREE RAM ENTERPRISES,PB,Sangrur,,"7973946702, 9463066472",,Done,30.062238,75.99423,Uaa@7ShreeRamEnterprises28/05/2025,,,Free,Free,2025-05-28 00:00:00,,,1200,75x16,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
2,North,Bitla steel sales corporation,PB,Ludhiana,,9814925347,,Done,30.894552,75.858478,Uaa@1Bitla steel sales corporation21/05/2025,,,Free,Free,2025-05-21 00:00:00,,5000,642,"49x10
11x4
27x4",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
2,North,Bitla steel sales corporation,PB,Ludhiana,,9814925347,,Done,30.894558,75.858851,Uaa@2Bitla steel sales corporation21/05/2025,,,Free,Free,2025-05-21 00:00:00,,,230,23x10,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
2,North,Bitla steel sales corporation,PB,Ludhiana,,9814925347,,Done,30.83049,75.793506,Uaa@3Bitla steel sales corporation26/05/2025,,,Free,Free,2025-05-26 00:00:00,,,3231,"69x32
31x33",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
3,North,JAMBOO TRADERS,Jammu,Jammu,,8527968606,,Pending,,,,,,Free,Free,,,5000,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
4,North,RAKESH BUILDING MATERIAL,Jammu,Jammu,,9906733757,,Pending,,,,,,Free,Free,,,5000,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
5,North,RAJ TRADING COMPANY,Jammu,UDHAMPUR,,9419672950,,Pending,,,,,,Free,Free,,,5000,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
6,North,PARDEEP CEMENT STORE,Jammu,Jammu,,9419106618,,Pending,,,,,,Free,Free,,,5000,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
7,North,SUNRISE HARDWARE STORE KISHTWAR,Jammu,KISHTWAR,,9796885949,,Pending,,,,,,Free,Free,,,5000,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
8,North,M/S CHINAR ENTERPRISES,Jammu,RAJOURI,,9906100278,,Pending,,,,,,Free,Free,,,5000,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
9,North,ASHWANI HARDWARE STORE,Jammu,SAMBA,,8717011114,,Pending,,,,,,Free,Free,,,5000,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
10,North,JAMMU METALS,Jammu,Jammu,,9469309998,,Pending,,,,,,Free,Free,,,5000,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
11,North,EVEREST COMMUNICATION,Jammu,UDHAMPUR,,9419190788,,Pending,,,,,,Free,Free,,,5000,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
12,North,REHAN CEMENT AGENCY,Jammu,KATHUA,,9906099461,,Pending,,,,,,Free,Free,,,5000,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
13,North,Indu steel ways,Jammu,JAMMU,,9419155905,,Pending,,,,,,Free,Free,,,5000,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
14,North,Raju sales corporation,Jammu,JAMMU,,9419123965,,Pending,,,,,,Free,Free,,,5000,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
15,North,NEW S.K TRADERS,Jammu,JAMMU,,8899713472,,Pending,,,,,,Free,Free,,,5000,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
16,North,Sapcon steel,Jammu,JAMMU,,9906099612,,Pending,,,,,,Free,Free,,,5000,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
17,North,SHYAM STEELS,,BARNALA,,9815174008,,Pending,,,,,,Free,Free,,,5000,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
18,North,SHRI BALA JI IRON STORE,PB,"NEAR INDIAN OIL PUMP , MALOUT ROAD ABOHAR",,8360183542,,,,,,,,Free,Free,,,5000,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
19,North,KHERA  AGENCIES,PB,SRI MUKTSAR SAHIB,,9530509546,,Done,30.47715,74.509321,Uaa@1KHERA  AGENCIES24/05/2025,,,Free,Free,2025-05-24 00:00:00,,5000,740,"17x10, 38x15",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
19,North,KHERA  AGENCIES,PB,SRI MUKTSAR SAHIB,,9530509546,,Done,30.477246,74.51037,Uaa@2KHERA  AGENCIES24/05/2025,,,Free,Free,2025-05-24 00:00:00,,,490,70x7,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
19,North,KHERA  AGENCIES,PB,SRI MUKTSAR SAHIB,,9530509546,,Done,30.477245,74.510308,Uaa@3KHERA  AGENCIES25/05/2025,,,Free,Free,2025-05-25 00:00:00,,,408,68x6,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
19,North,KHERA  AGENCIES,PB,SRI MUKTSAR SAHIB,,9530509546,,Done,30.477373,74.51214,Uaa@4KHERA  AGENCIES26/05/2025,,,Free,Free,2025-05-26 00:00:00,,,1536,128x12,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
19,North,KHERA  AGENCIES,PB,SRI MUKTSAR SAHIB,,9530509546,,Done,30.477966,74.513948,Uaa@5KHERA  AGENCIES26/05/2025,,,Free,Free,2025-05-26 00:00:00,,,400,20x20,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
20,North,Pappu Cement Store,PB,FARIDKOT,,9780340345,,Done,30.707436,74.587288,Uaa@1Pappu cement store22/05/2025,,,Free,Free,2025-05-22 00:00:00,,5000,320,20x16,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
20,North,Pappu Cement Store,PB,FARIDKOT,,9780340345,,Done,30.707364,74.587975,Uaa@2Pappu cement store 22/05/2025,,,Free,Free,2025-05-22 00:00:00,,,580,"20x6, 22x10, 30x10",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
20,North,Pappu Cement Store,PB,FARIDKOT,,,,Done,30.707364,74.587975,uaa@3pappu cement store22/05/2025,,,Free,Free,2025-05-22 00:00:00,,,180,15x12,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
20,North,Pappu Cement Store,PB,FARIDKOT,,9780340345,,Done,30.7074,74.587081,Uaa@4Pappucement store23/05/2025,,,Free,Free,23/052025,,,1550,"25x30, 20x40",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
20,North,Pappu Cement Store,PB,FARIDKOT,,9780340345,,Done,30.706873,74..587077,uaa@5 Pappu cement store24/05/2025,,,Free,Free,2025-05-24 00:00:00,,,96,8x12,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
21,North,Kartar singh,PB,Amritsar,,,,Done,31.630983,74.949434,Uaa@1 KartarSingh01/04/2025,,,Free,Free,2025-04-01 00:00:00,,5000,390,30x13,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
21,North,Kartar singh,PB,Amritsar,,,,Done,31.63261,74.949473,Uaa@2KartarSingh01/04/2025,,,Free,Free,01/042025,,,360,20x18,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
21,North,Kartar singh,PB,Amritsar,,,,Done,31.630901,74.949272,Uaa@3KartarSing01/04/2025,,,Free,Free,2025-04-01 00:00:00,,,504,42x12,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
21,North,Kartar singh,PB,Amritsar,,,,Done,31.630936,74.949284,Uaa@4KartarSingh01/04/2025,,,Free,Free,2025-04-01 00:00:00,,,288,24x12,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
22,North,Arun Gupta,PB,Tara tarn,,,,Done,31.459025,74.939308,Uaa@1Arungupta28/03/2025,,,Free,Free,2025-03-28 00:00:00,,5000,780,"30x20
45x4",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
22,North,Arun Gupta,PB,Tara tarn,,,,Done,31.459026,74.939358,Uaa@2Arungupta20/03/2025,,,Free,Free,2025-03-20 00:00:00,,,1348,"105x12
8x11",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
22,North,Arun Gupta,PB,Tara tarn,,,,Done,31.459175,74.939412,Uaa@3Arungupta21/03/2025,,,Free,Free,2025-03-21 00:00:00,,,1138,"105x10
8x11",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
22,North,Arun Gupta,PB,Tara tarn,,,,Done,31.45918,74.939602,Uaa@4Arungupta21/03/2025,,,Free,Free,2025-03-21 00:00:00,,,1050,105x10,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
22,North,Arun Gupta,PB,Tara tarn,,,,Done,31.459048,74.939345,Uaa@5Arungupta25/03/2025,,,Free,Free,2025-03-25 00:00:00,,,1764,98x18,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
22,North,Arun Gupta,PB,Tara tarn,,,,Done,31.459273,74.93922,Uaa@6Arungupta22/03/2025,,,Free,Free,2025-03-22 00:00:00,,,510,34x15,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
22,North,Arun Gupta,PB,Tara tarn,,,,Done,31.459282,74.939625,Uaa@7Arungupta23/03/2025,,,Free,Free,2025-03-23 00:00:00,,,780,65x12,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
22,North,Arun Gupta,PB,Tara tarn,,,,Done,31.459008,74.93939,Uaa@8Arungupta28/03/2025,,,Free,Free,2025-03-28 00:00:00,,,2967,"45x19
80x19
37x16",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
23,North,Shiv Trading,PB,Chherata,,,,Done,31.627049,74.786508,Uaa@1ShivTrading01/04/2025,,,Free,Free,2025-04-01 00:00:00,,5000,1218,"29x33
29x4
29x5",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
23,North,Shiv Trading,PB,Chherata,,,,Done,31.627282,74.786567,Uaa@2ShivTrading30/03/2025,,,,,2025-03-30 00:00:00,,,504,42x12,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
23,North,Shiv Trading,PB,Chherata,,,,Done,31.627143,74.786523,Uaa@3ShivTrading30/03/2025,,,,,2025-03-30 00:00:00,,,504,42x12,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
23,North,Shiv Trading,PB,Chherata,,,,Done,31.627168,74.786577,Uaa@4ShivTrading30/03/2025,,,,,2025-03-30 00:00:00,,,504,42x12,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
23,North,Shiv Trading,PB,Chherata,,,,Done,31.627148,74.786458,Uaa@5ShivTrading29/03/2025,,,,,2025-03-29 00:00:00,,,504,42x12,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
23,North,Shiv Trading,PB,Chherata,,,,Done,31.627288,74.786336,Uaa@6ShivTrading31/03/2025,,,,,2025-03-31 00:00:00,,,1880,"60x26
32x10",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
23,North,Shiv Trading,PB,Chherata,,,,Done,31.627201,74.786598,Uaa@7ShivTrading30/03/2025,,,,,,,,962,37x26,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
24,North,Sumit Chopara,PB,Kothli,,,,Done,30.747723,76.686442,Uaa@1Sumit Chopara 13/05/2025,,,Free,Free,,,5000,671,61x11,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
24,North,Sumit Chopara,PB,Kothli,,,,Done,31.281535,75.652459,Uaa@2Sumit Chopara 13/05/2025,,,,,,,,604.5,"39x12
39x3.5",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
24,North,Sumit Chopara,PB,Kothli,,,,Done,30.266024,75.223457,Uaa@3Sumit Chopara 13/05/2025,,,,,,,,770,77x10,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
24,North,Sumit Chopara,PB,Kothli,,,,Done,30.271637,74.001628,Uaa@4Sumit Chopara 13/05/2025,,,,,,,,852,"61x12
10x12",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
25,North,Guru Amar dass,PB,Rayiea,,,,Done,31.533078,75.254656,Uaa@1Guru Amardass15/03/2025,,,Free,Free,2025-03-15 00:00:00,,5000,1020,68x15,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
25,North,Guru Amar dass,PB,Rayiea,,,,Done,31.533002,75.254694,Uaa@2Guru Amardass18/03/2025,,,,,2025-03-18 00:00:00,,,264,22x12,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
25,North,Guru Amar dass,PB,Rayiea,,,,Done,31.532993,75.254707,Uaa@3Guru Amardass18/03/2025,,,,,2025-03-18 00:00:00,,,264,22x12,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
25,North,Guru Amar dass,PB,Rayiea,,,,Done,31.533033,75.254596,Uaa@4Guru Amardass18/03/2025,,,,,2025-03-18 00:00:00,,,1140,95x12,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
25,North,Guru Amar dass,PB,Rayiea,,,,Done,31.532811,75.254532,Uaa@5Guru Amardass18/03/2025,,,,,2025-03-18 00:00:00,,,1794,"66x24
15x14",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
25,North,Guru Amar dass,PB,Rayiea,,,,Done,31.532811,75.254532,Uaa@6Guru Amardass18/03/2025,,,,,2025-03-18 00:00:00,,,216,18x12,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
25,North,Guru Amar dass,PB,Rayiea,,,,Done,31.539989,75.237444,Uaa@7Guru Amardass15/03/2025,,,,,2025-03-15 00:00:00,,,820,"32x2
39x14
21x10",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
25,North,Guru Amar dass,PB,Rayiea,,,,Done,31.538398,75.254575,Uaa@8Guru Amardass18/03/2025,,,,,2025-03-18 00:00:00,,,352,22x16,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
26,North,Shree balla Ji,PB,Zirakpur,,,,Done,30.646619,76.809059,Uaa@1Shree bala Ji 10/06/2025,,,Free,Free,2025-06-10 00:00:00,,,674,"43X12
43X2
18X4",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
26,North,Shree balla Ji,PB,Zirakpur,,,,Done,30.646457,76.809364,Uaa@2Shree bala Ji 11/06/2025,,,Free,Free,2025-06-11 00:00:00,,,872,"30X8 - 2PCS
28X14",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
26,North,Shree balla Ji,PB,Zirakpur,,,,Done,30.646641,76.809047,Uaa@3Shree bala Ji 10/06/2025,,,Free,Free,2025-06-10 00:00:00,,,768,96X8,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
26,North,Shree balla Ji,PB,Zirakpur,,,,Done,30.646688,76.809063,Uaa@4Shree bala Ji 10/06/2025,,,Free,Free,2025-06-10 00:00:00,,,428,"46X8
5X6-2PCS",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
26,North,Shree balla Ji,PB,Zirakpur,,,,Done,30.646581,76.80929,Uaa@5Shree bala Ji 11/06/2025,,,Free,Free,2025-06-11 00:00:00,,,99,9X11,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
26,North,Shree balla Ji,PB,Zirakpur,,,,Done,30.630853,76.797293,Uaa@6 Shree bala Ji 11/06/2025,,,Free,Free,2025-06-11 00:00:00,,,1512,216X7,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
26,North,Shree balla Ji,PB,Zirakpur,,,,Done,30.654538,76.748199,Uaa@7 Shree bala Ji 11/06/2025,,,Free,Free,2025-06-11 00:00:00,,5000,618,"66X8
15X6",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
26,North,Shree balla Ji,PB,Zirakpur,,,,Done,30.654556,76.747942,Uaa@8 Shree bala Ji 11/06/2025,,,Free,Free,2025-06-11 00:00:00,,,847,77X11,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
27,North,Ankit Tradex India Pvt Ltd,Gujarat,Kachchh,,9879517144,,Pending,,,,,,Free,Free,,,60000,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
28,North,Pappu Cement store,PB,Sadiq (Faridkot road near chowk ),,9988981804,,Pending,,,,,,Free,Free,,,,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
29,North,Aggarwal Traders,PB,Bathinda road under fly over Rampura phul  PIN code:-151103,,"9463417988, 9876860136",,Done,30.266024,75.223339,Uaa@1Aggarwal Traders 01/06/2025,,,Free,Free,2025-06-01 00:00:00,,,280,28x10,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
29,North,Aggarwal Traders,PB,Bathinda road under fly over Rampura phul  PIN code:-151103,,"9463417988, 9876860136",,Done,30.266104,75.223435,Uaa@2Aggarwal Traders 02/06/2025,,,Free,Free,2025-06-02 00:00:00,,,304,16x19,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
29,North,Aggarwal Traders,PB,Bathinda road under fly over Rampura phul  PIN code:-151103,,"9463417988, 9876860136",,Done,30.266038,75.223457,Uaa@3Aggarwal Traders 02/06/2025,,,Free,Free,2025-06-02 00:00:00,,,304,16x19,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
